Road_Type,Road_Condition,Vehicle_Speed,Speed_Limit,Vehicle_Type,Temperature,Humidity,Visibility,T_Junction,Crossing,Stop_Signal,Railway_Crossing,Speed_Breaker,Severity
Urban Roads,Damaged Road,31,56,Car,37,68,100,0,0,0,0,1,Medium
Service Roads,Dry Road,28,43,Car,29,48,58,0,0,1,0,0,Low
Expressway,Dry Road,110,101,Car,27,99,89,0,0,0,0,0,Low
National Highway,Wet Road,62,77,Truck,36,82,89,0,0,0,0,0,Low
Expressway,Wet Road,111,120,Car,31,75,86,0,0,1,1,0,Medium
State Highway,Dry Road,73,77,Bus,45,52,55,1,0,0,0,0,High
Service Roads,Wet Road,28,38,Bike,40,42,94,1,0,1,0,0,High
State Highway,Dry Road,48,71,Car,42,58,61,1,0,0,0,0,Medium
Service Roads,Dry Road,40,33,Car,45,72,100,1,0,1,0,0,Medium
Urban Roads,Damaged Road,55,48,Bus,18,45,99,1,1,1,0,0,High
Urban Roads,Dry Road,24,38,Bike,23,58,77,0,0,1,0,0,Low
State Highway,Dry Road,70,69,Bus,41,72,88,1,0,1,0,0,Medium
National Highway,Wet Road,90,93,Bus,38,89,88,1,0,0,0,0,High
State Highway,Damaged Road,43,66,Bike,25,75,75,0,1,1,0,0,Medium
National Highway,Dry Road,95,75,Car,27,80,71,0,0,0,0,0,High
State Highway,Dry Road,56,61,Car,24,62,73,0,1,1,0,1,Medium
Rural Roads,Dry Road,26,45,Car,25,44,40,1,0,0,0,0,Low
Expressway,Wet Road,112,116,Bike,33,49,88,0,0,0,0,0,Low
National Highway,Dry Road,65,83,Truck,38,55,69,0,0,0,0,0,Low
National Highway,Dry Road,76,82,Car,42,40,86,0,1,0,0,1,Medium
Urban Roads,Dry Road,48,47,Truck,44,48,92,1,0,0,1,0,Medium
State Highway,Dry Road,53,82,Truck,12,97,100,0,0,0,1,0,Medium
State Highway,Wet Road,57,68,Bike,37,57,88,0,1,0,0,1,Medium
Service Roads,Wet Road,20,24,Car,27,83,52,1,0,0,0,0,Medium
National Highway,Dry Road,86,88,Truck,21,26,81,0,0,0,0,0,Low
State Highway,Dry Road,47,79,Bike,23,89,89,0,0,0,0,0,Low
Rural Roads,Wet Road,20,48,Bike,11,56,82,0,0,0,0,1,Low
National Highway,Dry Road,107,85,Bike,16,69,55,0,1,1,0,0,Low
Urban Roads,Dry Road,73,50,Bus,17,60,100,0,0,1,0,1,Medium
Service Roads,Dry Road,48,41,Bike,26,100,56,0,0,0,1,0,Medium
Rural Roads,Dry Road,88,67,Car,39,81,88,1,0,0,0,0,Medium
Expressway,Dry Road,69,96,Bike,35,77,100,0,1,0,0,0,Low
State Highway,Wet Road,62,84,Car,29,50,100,0,1,0,1,0,Medium
State Highway,Dry Road,55,72,Car,35,58,68,0,0,0,1,1,Low
Rural Roads,Dry Road,44,45,Car,23,88,69,0,0,0,0,0,Medium
State Highway,Damaged Road,76,70,Bus,37,62,63,0,1,1,0,1,Medium
Expressway,Damaged Road,93,92,Car,13,53,69,0,0,0,0,1,Medium
Expressway,Damaged Road,78,104,Car,31,28,67,0,0,0,0,0,Medium
National Highway,Dry Road,89,83,Car,20,47,54,0,1,0,0,0,Medium
National Highway,Dry Road,74,88,Car,20,49,76,0,0,0,0,0,Low
Urban Roads,Dry Road,43,51,Bike,25,52,74,0,0,0,0,0,Low
State Highway,Dry Road,70,78,Car,23,87,100,1,0,0,0,0,Low
State Highway,Dry Road,62,72,Car,25,90,84,0,0,0,1,0,Medium
Urban Roads,Dry Road,51,57,Car,40,25,91,1,1,1,0,1,High
Rural Roads,Damaged Road,38,41,Truck,26,83,100,0,0,1,0,1,Medium
State Highway,Dry Road,59,81,Car,19,84,65,0,1,0,0,0,Medium
Urban Roads,Dry Road,20,39,Bus,28,71,100,1,1,1,0,0,High
Rural Roads,Dry Road,57,57,Bike,37,68,81,0,0,0,0,1,Medium
Expressway,Wet Road,75,104,Car,29,51,72,1,0,0,0,0,Low
Rural Roads,Damaged Road,47,64,Bike,28,44,100,1,1,0,0,1,Medium
Urban Roads,Dry Road,47,37,Car,40,94,74,0,0,0,1,0,Low
Service Roads,Dry Road,38,39,Car,40,96,58,1,0,0,0,1,Medium
State Highway,Dry Road,63,83,Bike,33,73,100,1,1,0,0,0,Low
National Highway,Dry Road,80,94,Car,29,68,75,0,0,0,0,0,Low
Urban Roads,Wet Road,46,56,Bus,32,56,52,1,0,1,1,0,Medium
Rural Roads,Dry Road,45,52,Bus,28,95,46,0,0,0,1,1,Medium
Expressway,Dry Road,77,104,Car,25,51,36,0,0,0,0,0,Medium
Urban Roads,Dry Road,59,43,Bike,27,67,71,1,0,1,0,0,Medium
State Highway,Dry Road,86,83,Bike,24,79,88,1,0,0,0,0,Low
Rural Roads,Dry Road,43,49,Car,33,58,77,0,1,1,0,0,Low
Urban Roads,Dry Road,57,52,Car,39,88,85,0,0,0,0,1,Low
Urban Roads,Dry Road,61,57,Car,23,46,100,0,1,0,0,0,High
National Highway,Damaged Road,100,93,Bike,34,68,78,1,0,0,0,0,Medium
Rural Roads,Dry Road,38,60,Car,26,94,100,0,0,0,0,0,Medium
Expressway,Dry Road,94,117,Bike,20,25,66,0,0,0,0,1,Low
National Highway,Dry Road,68,80,Truck,27,55,90,1,0,0,1,0,Low
Rural Roads,Dry Road,42,52,Bike,27,87,90,0,0,0,1,0,Medium
National Highway,Wet Road,64,91,Car,32,44,86,1,0,1,0,0,Low
Service Roads,Dry Road,20,44,Bike,17,55,62,1,1,0,0,0,High
Urban Roads,Wet Road,36,54,Car,30,56,67,0,0,0,0,1,Low
Urban Roads,Dry Road,52,52,Bike,34,91,39,1,0,1,0,0,Medium
Urban Roads,Dry Road,31,42,Car,34,75,100,0,1,0,0,0,Medium
Service Roads,Dry Road,39,41,Truck,30,80,67,0,1,1,0,0,Medium
Expressway,Wet Road,82,106,Car,16,54,100,1,0,0,0,0,Low
Service Roads,Dry Road,24,26,Bus,35,32,89,0,0,0,1,0,Medium
Service Roads,Dry Road,39,49,Bike,28,71,98,1,0,0,0,0,Low
Expressway,Damaged Road,97,107,Car,32,55,53,0,0,0,0,0,Medium
Urban Roads,Wet Road,49,58,Car,14,72,47,0,1,1,0,0,Medium
National Highway,Wet Road,78,86,Car,43,47,52,1,0,0,0,0,Low
State Highway,Dry Road,59,64,Car,29,76,84,0,1,0,0,0,Medium
State Highway,Damaged Road,47,76,Car,36,86,93,0,0,0,0,0,Low
Expressway,Damaged Road,107,101,Truck,31,72,100,0,0,0,0,1,High
Expressway,Dry Road,132,118,Truck,28,42,73,1,0,0,0,1,Medium
Service Roads,Damaged Road,20,38,Bike,24,54,89,1,0,0,0,0,High
Expressway,Dry Road,93,101,Bike,28,71,84,0,0,0,0,0,Low
Urban Roads,Damaged Road,39,44,Car,29,100,85,0,1,1,1,0,Medium
National Highway,Dry Road,76,74,Truck,29,63,64,0,0,0,0,0,Medium
State Highway,Wet Road,66,85,Car,10,48,74,1,0,0,0,0,Medium
Rural Roads,Wet Road,20,42,Bike,14,53,76,0,1,0,0,1,Low
Rural Roads,Dry Road,58,62,Bus,31,100,63,1,0,0,0,0,Medium
Expressway,Dry Road,88,104,Bike,45,78,87,0,1,1,0,0,Low
Urban Roads,Dry Road,29,30,Bike,35,91,87,1,0,0,0,1,Low
Rural Roads,Damaged Road,53,43,Bike,34,63,71,1,1,0,0,0,High
State Highway,Dry Road,64,72,Car,12,100,84,0,1,0,0,1,Low
Urban Roads,Dry Road,54,39,Bike,27,57,61,1,0,0,1,0,Medium
Rural Roads,Dry Road,44,65,Bike,12,64,65,1,1,0,0,0,High
State Highway,Dry Road,62,74,Car,30,76,90,0,0,0,0,0,Low
Service Roads,Damaged Road,29,32,Car,23,97,68,0,1,0,0,0,Medium
Expressway,Damaged Road,86,113,Car,24,98,58,0,0,0,0,0,Medium
Urban Roads,Damaged Road,41,30,Car,18,59,50,0,1,0,0,1,High
Urban Roads,Dry Road,29,38,Car,22,63,65,0,1,1,0,1,High
State Highway,Wet Road,79,65,Bike,28,45,53,1,0,0,0,0,Medium
National Highway,Dry Road,72,94,Truck,33,49,43,0,1,0,0,0,Medium
Rural Roads,Damaged Road,61,53,Bike,43,63,86,0,1,0,0,0,High
National Highway,Dry Road,57,70,Bike,31,87,88,0,1,0,0,0,Low
State Highway,Damaged Road,64,77,Bus,24,55,32,0,0,0,0,0,Low
Rural Roads,Damaged Road,48,48,Bus,31,65,89,1,1,0,0,1,High
Rural Roads,Dry Road,38,47,Car,25,76,64,1,0,0,0,0,Medium
National Highway,Wet Road,104,91,Car,43,64,79,0,0,0,0,0,Medium
Urban Roads,Dry Road,42,42,Bike,25,86,63,0,0,0,0,1,Medium
Service Roads,Wet Road,49,50,Bike,23,77,49,0,0,0,0,0,Medium
State Highway,Dry Road,79,89,Car,25,40,75,1,0,0,0,0,Low
Urban Roads,Wet Road,45,41,Car,24,100,34,1,0,0,0,0,Medium
Expressway,Dry Road,98,107,Bike,27,94,55,0,1,0,0,0,Medium
Expressway,Dry Road,70,95,Bike,20,53,56,0,0,0,1,0,Low
National Highway,Dry Road,89,88,Car,40,57,91,0,1,0,0,1,Low
Urban Roads,Dry Road,47,33,Bike,26,73,62,0,1,0,1,0,High
State Highway,Damaged Road,53,84,Bus,36,20,88,0,0,0,0,1,Medium
National Highway,Damaged Road,67,81,Bike,22,56,53,1,0,1,0,0,Medium
Rural Roads,Dry Road,25,59,Bike,25,36,87,1,0,0,0,1,Low
Service Roads,Dry Road,26,34,Bike,22,64,81,0,1,0,0,0,Low
National Highway,Dry Road,85,83,Bike,27,49,51,0,0,0,0,0,Medium
Urban Roads,Damaged Road,41,33,Truck,42,76,63,0,0,0,0,1,High
Service Roads,Dry Road,27,24,Car,30,70,59,0,1,0,0,0,High
National Highway,Wet Road,104,98,Bike,33,100,77,0,0,1,0,0,Medium
National Highway,Wet Road,84,70,Bike,16,52,52,1,1,0,0,0,Medium
State Highway,Damaged Road,50,76,Car,20,72,38,0,1,0,1,0,Medium
Service Roads,Dry Road,24,29,Car,28,74,80,1,0,1,0,0,Low
Urban Roads,Damaged Road,20,51,Car,31,100,69,0,0,1,0,1,Low
Service Roads,Wet Road,47,47,Bike,45,65,39,0,0,0,0,1,Medium
State Highway,Dry Road,89,73,Bus,14,70,90,0,0,0,0,0,Low
Expressway,Damaged Road,99,107,Bike,23,73,53,1,1,0,1,0,High
Urban Roads,Wet Road,32,60,Car,21,63,77,1,0,1,0,0,Low
State Highway,Dry Road,69,62,Bike,36,46,71,0,0,0,0,1,Low
Service Roads,Wet Road,60,47,Bus,25,38,52,1,0,0,0,0,High
National Highway,Dry Road,48,88,Car,34,92,57,0,0,0,0,0,Medium
Service Roads,Dry Road,20,27,Truck,26,89,91,1,0,0,0,0,Medium
Service Roads,Dry Road,27,37,Car,17,75,55,1,0,0,0,0,Low
Rural Roads,Dry Road,20,54,Car,34,83,37,0,0,0,0,1,Low
State Highway,Dry Road,60,77,Bike,26,53,67,0,0,0,0,0,Medium
Rural Roads,Damaged Road,23,41,Car,29,50,85,0,1,1,0,1,Low
Expressway,Dry Road,85,108,Car,27,83,66,0,1,1,0,0,Low
State Highway,Wet Road,42,60,Bus,42,65,100,0,1,0,0,0,Medium
National Highway,Damaged Road,102,82,Bike,26,75,79,1,0,0,0,0,Medium
Urban Roads,Damaged Road,71,59,Bike,36,89,87,1,0,1,0,0,Low
State Highway,Dry Road,52,71,Car,37,75,78,1,1,0,0,0,Medium
National Highway,Dry Road,70,82,Car,34,55,94,0,1,0,0,0,Medium
Rural Roads,Dry Road,20,42,Car,31,87,57,1,1,1,0,0,Medium
State Highway,Wet Road,57,71,Bus,35,40,91,0,1,0,0,1,Medium
National Highway,Wet Road,63,76,Bike,44,57,52,0,0,0,0,0,Medium
Service Roads,Wet Road,56,49,Truck,24,98,72,0,0,0,0,0,Low
State Highway,Dry Road,78,89,Car,13,58,90,0,1,0,0,0,Medium
Service Roads,Wet Road,21,42,Bike,27,37,85,0,0,1,0,0,Low
State Highway,Dry Road,69,70,Bike,26,70,59,1,0,1,0,0,Low
Service Roads,Dry Road,66,49,Truck,29,37,100,1,0,0,0,0,Medium
Urban Roads,Dry Road,32,50,Car,33,64,67,0,0,0,1,1,High
Service Roads,Dry Road,35,30,Car,19,34,68,0,0,0,0,0,Low
Urban Roads,Dry Road,59,57,Bike,18,85,58,0,0,1,0,1,Medium
Urban Roads,Dry Road,26,45,Car,21,66,100,0,0,0,0,1,Medium
Service Roads,Damaged Road,20,29,Bike,45,83,55,0,0,1,0,0,High
National Highway,Wet Road,47,74,Truck,37,67,54,0,1,0,0,1,Medium
Service Roads,Dry Road,26,36,Bus,33,60,91,0,0,1,0,0,Low
State Highway,Dry Road,75,71,Bike,25,81,86,0,0,1,0,0,High
Urban Roads,Dry Road,53,48,Bike,30,58,100,0,1,1,0,0,Medium
Urban Roads,Dry Road,23,32,Bike,37,52,89,1,0,0,0,0,Low
Expressway,Dry Road,107,114,Bike,11,57,83,0,0,0,0,0,Low
Rural Roads,Dry Road,27,42,Car,29,53,30,0,0,0,0,1,Low
Rural Roads,Dry Road,62,64,Car,16,34,74,0,1,1,0,0,Medium
National Highway,Dry Road,73,93,Bike,35,88,84,1,0,0,0,0,Low
Service Roads,Dry Road,20,33,Car,29,50,63,0,1,0,0,0,Low
Urban Roads,Dry Road,39,32,Truck,21,65,72,0,1,0,0,0,Medium
Rural Roads,Dry Road,76,58,Car,27,95,67,0,0,1,0,0,Medium
Expressway,Dry Road,82,107,Car,32,69,94,0,1,1,0,0,Low
Service Roads,Dry Road,20,43,Bike,28,69,86,0,1,0,0,0,Low
Expressway,Wet Road,94,90,Car,32,51,26,0,1,0,0,0,High
Expressway,Dry Road,93,112,Bike,36,86,55,0,0,0,0,0,Low
National Highway,Wet Road,61,73,Bus,28,43,84,1,1,0,1,0,Low
Expressway,Wet Road,94,104,Bike,25,72,92,0,0,0,0,0,Medium
National Highway,Dry Road,76,97,Truck,42,27,69,0,0,1,0,0,High
Urban Roads,Dry Road,59,45,Car,34,46,100,0,0,0,1,1,Medium
Urban Roads,Dry Road,20,33,Car,16,74,72,0,0,0,0,1,Medium
Urban Roads,Dry Road,51,47,Car,45,40,80,0,1,1,1,0,High
Rural Roads,Dry Road,45,56,Bike,27,78,68,0,0,1,0,1,Low
Urban Roads,Dry Road,24,42,Bike,32,46,83,1,0,1,0,1,Medium
Rural Roads,Dry Road,53,42,Bus,16,97,35,0,1,0,0,1,Medium
Rural Roads,Wet Road,33,59,Bus,28,53,64,0,0,0,0,0,Low
Urban Roads,Wet Road,69,55,Bus,26,85,79,0,1,1,0,1,Medium
Expressway,Wet Road,87,106,Bike,17,60,79,1,1,0,0,0,Medium
State Highway,Wet Road,75,86,Bike,35,28,85,1,0,0,0,1,Low
State Highway,Dry Road,55,61,Car,45,60,76,0,1,0,1,1,Medium
Expressway,Dry Road,108,108,Bike,23,69,94,1,0,0,1,0,High
Service Roads,Wet Road,20,23,Bike,17,63,76,0,0,0,0,0,Low
Rural Roads,Wet Road,41,66,Bike,32,73,33,1,1,0,0,1,High
Urban Roads,Wet Road,45,49,Car,26,61,67,0,0,1,0,1,Medium
Rural Roads,Wet Road,53,52,Car,29,82,64,1,1,0,0,0,High
State Highway,Dry Road,63,70,Bike,37,80,65,0,0,0,0,0,Medium
Rural Roads,Damaged Road,27,46,Bike,35,43,67,0,0,0,0,0,Medium
Urban Roads,Dry Road,20,32,Car,34,57,72,1,0,1,0,1,Low
Urban Roads,Dry Road,20,35,Bike,34,81,38,0,0,0,1,1,Medium
Expressway,Wet Road,84,92,Bike,26,59,96,0,0,0,0,0,Low
Rural Roads,Dry Road,29,42,Bus,28,84,100,0,0,1,1,0,Medium
State Highway,Damaged Road,84,86,Bike,28,70,60,1,0,0,0,0,High
Service Roads,Dry Road,34,40,Car,23,34,76,1,0,0,0,0,Low
State Highway,Dry Road,88,84,Truck,24,57,67,1,1,0,0,0,High
Rural Roads,Dry Road,47,47,Bike,24,66,95,0,1,0,1,0,Low
Urban Roads,Wet Road,64,55,Car,24,35,57,0,0,0,0,0,Medium
Urban Roads,Dry Road,57,57,Car,32,82,100,0,0,1,0,1,Low
Expressway,Dry Road,116,111,Truck,23,76,91,0,0,0,0,0,Medium
Rural Roads,Damaged Road,36,67,Car,43,77,68,0,1,0,0,0,Medium
Expressway,Wet Road,108,101,Bike,30,56,68,0,0,0,0,0,Medium
National Highway,Damaged Road,82,100,Car,19,86,69,1,0,0,0,0,Medium
National Highway,Dry Road,83,76,Bike,37,55,76,0,1,0,0,1,Low
National Highway,Dry Road,80,92,Bus,36,31,77,1,0,0,0,0,High
National Highway,Dry Road,66,85,Bike,31,56,72,1,0,1,1,0,Medium
Urban Roads,Dry Road,51,59,Car,21,39,61,0,0,0,0,1,Medium
Expressway,Damaged Road,83,120,Car,37,58,79,0,0,0,0,0,Low
Urban Roads,Wet Road,45,57,Bus,29,65,85,0,1,0,0,1,High
State Highway,Damaged Road,70,90,Truck,21,52,52,0,0,0,0,0,Medium
National Highway,Damaged Road,93,98,Bike,22,58,60,0,0,1,0,1,Medium
State Highway,Damaged Road,49,66,Car,23,69,79,0,0,0,1,0,Medium
Service Roads,Damaged Road,71,45,Bus,27,83,62,0,0,0,0,0,High
Service Roads,Damaged Road,24,25,Truck,32,84,86,0,0,0,0,0,Medium
State Highway,Damaged Road,62,80,Car,32,76,64,0,0,0,0,1,Low
Service Roads,Dry Road,20,36,Car,32,67,76,0,0,0,0,0,Low
Urban Roads,Dry Road,36,36,Car,28,61,73,0,1,0,0,0,High
Urban Roads,Dry Road,65,43,Bike,34,88,81,0,0,0,0,1,Medium
Urban Roads,Damaged Road,44,33,Car,42,74,90,0,0,0,0,1,Medium
Service Roads,Dry Road,29,24,Bike,31,82,85,1,1,0,0,1,Medium
Rural Roads,Dry Road,67,60,Car,25,69,61,0,0,0,0,1,Medium
Service Roads,Damaged Road,62,44,Bike,29,88,88,1,0,0,0,0,Medium
Expressway,Dry Road,76,90,Car,34,46,86,0,1,0,0,0,Medium
Service Roads,Dry Road,43,29,Car,28,34,51,1,0,0,1,1,Medium
Service Roads,Dry Road,34,38,Bus,34,57,62,0,0,1,0,1,Medium
National Highway,Wet Road,96,84,Bus,41,82,48,1,0,0,0,0,Medium
Service Roads,Dry Road,25,23,Bike,21,75,57,1,0,0,0,0,High
Service Roads,Dry Road,33,26,Car,28,65,39,0,0,0,1,0,High
National Highway,Damaged Road,78,99,Bike,10,86,63,0,1,0,0,0,Medium
State Highway,Dry Road,91,87,Car,33,69,99,0,0,0,0,0,Low
Service Roads,Damaged Road,25,30,Car,27,51,49,0,0,1,0,0,Medium
Urban Roads,Wet Road,42,58,Bike,32,59,44,0,0,0,0,1,Low
National Highway,Damaged Road,89,96,Bike,28,45,87,0,0,0,0,0,Medium
State Highway,Dry Road,75,90,Bus,34,70,70,0,1,1,1,0,Medium
National Highway,Dry Road,115,100,Bike,45,88,75,0,0,0,0,0,Low
Expressway,Wet Road,107,107,Bike,29,69,100,0,1,0,0,0,Medium
Urban Roads,Damaged Road,26,47,Car,22,20,81,0,0,0,1,0,Low
Expressway,Dry Road,79,98,Car,36,55,100,0,0,0,0,0,Low
Rural Roads,Dry Road,57,68,Car,24,77,62,0,1,0,0,0,Medium
National Highway,Dry Road,86,78,Bike,15,62,91,1,1,0,0,0,Medium
Urban Roads,Dry Road,35,46,Bike,44,55,89,1,1,0,1,0,Medium
State Highway,Dry Road,64,64,Bike,31,56,57,1,0,0,0,0,Medium
Urban Roads,Wet Road,37,37,Bike,24,80,98,0,0,0,0,0,Medium
Expressway,Dry Road,104,113,Car,38,61,68,0,0,0,0,0,Low
National Highway,Dry Road,100,93,Bike,11,67,86,0,1,0,0,0,High
Urban Roads,Wet Road,36,59,Car,31,36,43,0,0,1,0,1,Medium
Rural Roads,Dry Road,40,54,Car,26,54,71,0,0,0,0,1,Medium
Expressway,Dry Road,96,106,Bike,35,84,67,0,1,1,1,0,Medium
State Highway,Dry Road,79,79,Truck,33,99,68,0,1,0,0,0,Medium
National Highway,Damaged Road,67,76,Truck,21,88,94,0,0,0,0,0,Medium
Expressway,Dry Road,127,120,Car,23,82,83,0,1,0,0,1,Medium
State Highway,Damaged Road,79,75,Car,23,97,57,0,1,0,0,0,High
State Highway,Damaged Road,68,68,Car,33,77,62,0,1,1,0,0,Medium
National Highway,Dry Road,86,79,Car,44,54,54,1,0,0,0,0,Medium
National Highway,Dry Road,85,98,Truck,22,73,76,1,0,0,0,0,Low
Service Roads,Damaged Road,55,45,Car,43,69,45,0,0,1,0,0,High
Rural Roads,Dry Road,54,48,Car,21,63,83,0,0,0,0,0,Low
Rural Roads,Dry Road,57,61,Car,26,34,92,0,1,0,0,0,Low
Service Roads,Dry Road,29,26,Car,35,60,100,0,0,1,0,0,Low
Service Roads,Dry Road,32,31,Bike,23,100,73,1,0,0,0,1,Low
Urban Roads,Dry Road,33,34,Car,28,51,66,0,0,0,0,1,Low
National Highway,Wet Road,83,92,Car,34,67,82,0,0,0,0,1,Low
Service Roads,Dry Road,36,44,Car,16,72,100,0,1,0,0,0,Low
Urban Roads,Dry Road,64,45,Car,23,47,100,0,0,1,0,1,Low
Rural Roads,Dry Road,63,62,Car,41,41,45,0,0,0,0,0,Low
State Highway,Damaged Road,52,60,Bike,25,59,47,1,1,1,0,0,High
National Highway,Dry Road,89,76,Car,23,66,70,0,0,0,0,0,Low
State Highway,Dry Road,70,69,Car,20,84,60,0,0,0,0,0,High
Expressway,Dry Road,96,114,Car,28,49,41,0,1,1,0,0,Low
State Highway,Dry Road,85,89,Bike,26,78,99,0,1,0,0,0,Low
Service Roads,Wet Road,46,41,Bike,37,79,84,0,1,0,1,0,High
National Highway,Wet Road,78,78,Car,30,98,63,0,1,0,0,1,High
Expressway,Dry Road,140,115,Car,39,70,100,0,1,0,0,0,Medium
Expressway,Wet Road,84,107,Bike,40,36,61,0,0,0,0,0,Medium
Service Roads,Dry Road,54,50,Car,31,62,49,0,0,0,0,1,Medium
National Highway,Wet Road,91,89,Car,34,71,99,0,0,0,0,0,Low
Service Roads,Wet Road,20,22,Car,32,60,53,0,0,0,0,1,Medium
Expressway,Wet Road,95,101,Truck,36,65,79,1,1,1,0,0,High
National Highway,Dry Road,64,81,Car,38,94,80,0,0,1,0,0,Medium
Service Roads,Dry Road,36,37,Bike,21,54,69,1,1,0,0,0,High
National Highway,Dry Road,84,98,Bike,28,64,51,0,0,0,0,0,Medium
Service Roads,Dry Road,31,35,Car,24,88,68,0,1,0,0,0,Low
State Highway,Damaged Road,113,77,Bike,21,39,59,0,1,1,0,1,Medium
National Highway,Dry Road,80,95,Car,14,20,53,0,0,1,0,0,Low
Expressway,Dry Road,95,98,Bike,34,54,95,0,0,0,0,0,Low
State Highway,Dry Road,54,76,Bike,14,35,65,0,1,0,1,0,Low
Rural Roads,Dry Road,71,68,Bike,26,20,73,0,0,0,0,0,Low
Service Roads,Dry Road,51,21,Car,31,47,84,0,1,0,0,1,Medium
National Highway,Dry Road,92,95,Bike,41,70,79,0,1,0,0,1,Low
Urban Roads,Damaged Road,55,58,Bus,32,68,78,0,1,0,1,0,Medium
Expressway,Dry Road,126,101,Bike,28,59,52,0,1,0,1,1,High
Service Roads,Dry Road,20,33,Bike,10,90,85,0,0,0,0,1,Medium
State Highway,Dry Road,67,75,Car,32,88,100,1,0,0,0,0,Low
Urban Roads,Dry Road,29,60,Bus,22,42,71,0,0,0,0,0,Low
Service Roads,Dry Road,20,21,Car,25,46,84,0,1,0,0,0,Low
Rural Roads,Dry Road,33,57,Car,35,83,100,1,0,0,1,0,Medium
Urban Roads,Dry Road,28,60,Bike,32,39,85,0,0,1,1,1,Low
Service Roads,Dry Road,20,22,Truck,23,49,75,0,0,0,0,0,Low
Urban Roads,Dry Road,21,40,Bus,28,49,89,0,0,1,0,1,Low
Urban Roads,Wet Road,41,51,Car,34,81,67,0,0,1,1,1,Medium
Urban Roads,Wet Road,59,46,Car,27,23,59,1,0,1,0,0,Medium
State Highway,Damaged Road,48,82,Car,29,87,70,1,0,0,0,1,Medium
National Highway,Dry Road,36,73,Car,27,75,40,0,1,0,0,0,High
State Highway,Dry Road,40,77,Car,16,72,79,0,1,1,0,0,Low
State Highway,Dry Road,25,67,Car,34,64,100,0,1,0,0,0,Low
Service Roads,Dry Road,52,43,Bike,39,40,46,1,0,0,0,1,High
Expressway,Wet Road,94,96,Bike,27,33,91,1,0,0,0,1,Medium
Rural Roads,Dry Road,59,62,Car,17,78,32,1,0,1,0,1,Medium
State Highway,Dry Road,51,72,Car,38,76,62,0,1,0,0,0,Medium
Rural Roads,Dry Road,34,46,Car,29,90,81,1,1,0,0,0,Low
Expressway,Wet Road,109,117,Car,27,41,52,0,1,0,0,0,High
Urban Roads,Dry Road,53,44,Car,30,57,68,1,0,0,0,0,Medium
Service Roads,Dry Road,34,39,Bike,15,59,52,1,1,0,0,0,Medium
Rural Roads,Damaged Road,66,70,Bike,29,49,91,0,0,0,0,1,Medium
Expressway,Dry Road,103,111,Bike,45,49,77,1,0,0,0,0,Medium
Urban Roads,Dry Road,34,52,Bike,16,67,100,1,0,1,0,0,Low
Rural Roads,Dry Road,48,68,Bike,28,61,100,0,1,1,0,0,Low
State Highway,Wet Road,55,63,Bike,28,78,44,1,1,0,0,1,Medium
National Highway,Damaged Road,73,77,Car,27,73,51,0,0,1,0,1,Medium
Service Roads,Wet Road,33,49,Bike,20,49,69,0,0,0,0,0,Low
Expressway,Wet Road,93,95,Bike,25,71,72,1,0,1,0,1,High
National Highway,Damaged Road,67,93,Bike,37,68,80,0,1,0,0,0,High
Service Roads,Dry Road,20,22,Car,27,70,57,0,0,0,0,0,Low
State Highway,Wet Road,56,85,Car,23,100,62,0,0,0,0,0,Medium
Urban Roads,Dry Road,32,50,Truck,30,57,96,0,1,1,0,1,Low
Service Roads,Dry Road,46,46,Car,35,58,94,0,0,0,0,0,Low
Service Roads,Damaged Road,20,23,Bike,28,78,81,0,1,0,0,0,Medium
Expressway,Dry Road,140,118,Bike,28,84,86,0,0,1,0,0,Low
National Highway,Dry Road,102,99,Bike,37,64,97,0,0,0,0,1,Low
Service Roads,Dry Road,29,49,Car,25,46,95,0,0,0,0,0,Low
Expressway,Dry Road,82,93,Car,23,37,100,1,0,0,0,0,Medium
Rural Roads,Dry Road,37,53,Car,25,35,87,0,0,0,0,0,Low
State Highway,Wet Road,46,67,Bike,35,68,48,0,0,0,0,0,Low
Expressway,Dry Road,127,119,Bike,22,46,66,0,0,1,0,1,Medium
National Highway,Wet Road,58,90,Car,23,41,81,0,0,0,0,1,Low
National Highway,Dry Road,110,93,Car,38,55,43,1,0,0,0,1,Medium
National Highway,Dry Road,102,98,Bike,22,54,75,1,0,0,0,0,Medium
Service Roads,Dry Road,49,40,Car,29,68,56,0,1,0,0,0,Medium
Expressway,Dry Road,71,90,Bike,27,54,81,0,0,0,0,0,Low
National Highway,Dry Road,81,89,Car,41,78,73,0,0,0,0,0,Low
Expressway,Wet Road,78,93,Bike,29,71,95,0,0,0,0,0,Low
National Highway,Wet Road,102,70,Bus,17,69,87,1,0,0,0,0,Medium
National Highway,Dry Road,65,96,Car,26,20,82,0,1,1,0,0,Low
National Highway,Dry Road,85,89,Car,33,81,69,0,0,0,0,0,Low
Rural Roads,Wet Road,66,66,Car,15,89,60,0,0,0,0,1,Low
Rural Roads,Wet Road,70,49,Truck,45,73,47,0,0,0,0,0,High
Rural Roads,Wet Road,53,63,Bike,28,54,78,0,0,0,0,0,Medium
Service Roads,Dry Road,55,40,Bike,23,60,98,0,0,0,0,0,Low
National Highway,Dry Road,63,73,Car,15,60,47,0,0,0,1,1,Medium
